name_nsi,price,index,environment,quality_of_living,safety,transport,services,relax,condition,area,energy_costs,provision,certificate,construction_type,orientation,year_built,last_reconstruction,total_floors,floor,lift,balkonies,loggia,cellar,type,rooms,district
Bratislava - mestská časť Staré Mesto,350000,88,62,97,10,10,99,88,Original condition,95,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava I
Bratislava - mestská časť Staré Mesto,199990,84,53,97,10,10,94,81,Original condition,54,NA,0,C,NA,NA,1958,NA,NA,4,0,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Staré Mesto,239900,89,66,97,10,10,95,88,Partial reconstruction,53,NA,1,NA,NA,NA,NA,NA,5,2,0,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Staré Mesto,199000,89,66,97,10,10,95,88,Complete reconstruction,45,NA,1,none,NA,NA,1950,NA,6,4,0,NA,NA,0,1-room apartment,1,Bratislava I
Bratislava - mestská časť Podunajské Biskupice,169900,79,72,97,8,93,79,5,New building,5801,NA,0,NA,NA,NA,NA,NA,7,5,1,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,170000,8,76,97,8,10,79,46,New building,5516,NA,0,A,NA,NA,NA,NA,9,5,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,165000,76,68,97,8,86,79,5,New building,46,NA,0,A,NA,NA,2018,NA,9,8,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,168000,79,72,97,8,93,79,5,Complete reconstruction,9475,NA,1,NA,NA,NA,1974,2022,3,NA,0,NA,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,125000,82,78,97,82,10,79,5,Partial reconstruction,54,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,Two-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,119990,82,78,97,82,10,79,5,Original condition,54,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,177000,82,78,97,82,10,79,5,Partial reconstruction,73,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,159900,74,68,97,53,10,78,44,Partial reconstruction,72,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,159000,79,72,97,8,93,79,5,Original condition,491,NA,1,none,NA,NA,2007,NA,8,6,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,159000,79,72,97,8,93,79,5,Original condition,491,NA,1,none,NA,NA,2007,NA,8,6,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,220000,79,72,97,8,93,79,5,New building,6714,NA,1,B,NA,NA,2016,NA,8,4,0,1,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,159900,74,68,97,53,10,78,44,Original condition,72,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,159900,79,72,97,8,93,79,5,Original condition,NA,NA,0,NA,Brick,NA,NA,NA,NA,3,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,128500,82,78,97,82,10,79,5,Partial reconstruction,48,NA,1,NA,NA,West,NA,NA,NA,NA,0,NA,NA,0,Two-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,158500,82,78,97,82,10,79,5,Original condition,72,NA,0,NA,NA,NA,NA,NA,12,7,1,NA,1,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,156990,74,68,97,53,10,78,44,Complete reconstruction,72,NA,1,none,NA,NA,1981,NA,3,3,0,NA,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,109000,8,77,97,8,10,79,43,New building,35,NA,0,NA,NA,NA,2010,NA,13,2,1,NA,NA,0,1-room apartment,1,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,142900,82,78,97,82,10,79,5,Partial reconstruction,54,NA,1,B,NA,West,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,240000,76,68,97,8,86,79,5,New building,94,NA,0,NA,NA,NA,NA,NA,4,2,1,NA,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,165000,82,78,97,82,10,79,5,Partial reconstruction,76,NA,1,NA,NA,NA,NA,NA,10,2,1,1,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,174900,82,78,97,82,10,79,5,Partial reconstruction,73,NA,0,NA,NA,NA,NA,NA,10,1,1,NA,1,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,119900,72,68,97,82,79,68,38,Partial reconstruction,36,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,119900,72,68,97,82,79,68,38,Partial reconstruction,36,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,142900,82,78,97,82,10,79,5,Partial reconstruction,54,NA,1,B,NA,West,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,142900,82,78,97,82,10,79,5,Partial reconstruction,54,NA,1,B,NA,West,NA,NA,NA,NA,0,NA,NA,0,Two-room apartment,2,Bratislava II
Bratislava - mestská časť Podunajské Biskupice,126900,8,77,97,8,10,79,43,New building,3997,NA,1,none,NA,NA,2010,2010,5,NA,0,NA,NA,0,1-room apartment,1,Bratislava II
Bratislava - mestská časť Ružinov,245300,87,79,97,93,93,93,75,Complete reconstruction,78,NA,0,NA,NA,NA,NA,NA,4,1,0,NA,NA,1,4-room apartment,4,Bratislava II
Bratislava - mestská časť Ružinov,245300,87,79,97,93,93,93,75,Complete reconstruction,78,NA,0,NA,NA,NA,NA,NA,4,1,0,NA,NA,1,3-room apartment,3,Bratislava II
Bratislava - mestská časť Ružinov,179990,87,84,97,93,86,94,75,Partial reconstruction,56,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,245300,87,79,97,93,93,93,75,Complete reconstruction,78,NA,0,NA,NA,NA,NA,NA,4,1,0,NA,NA,1,3-room apartment,3,Bratislava II
Bratislava - mestská časť Ružinov,245300,87,79,97,93,93,93,75,Complete reconstruction,78,NA,0,NA,NA,NA,NA,NA,4,1,0,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Ružinov,193990,88,84,97,87,93,92,76,Original condition,6129,NA,0,NA,Other,NA,NA,NA,NA,1,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,200000,86,72,97,93,93,92,81,Original condition,6439,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Ružinov,175000,89,7,97,10,10,93,84,Partial reconstruction,56,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,222000,85,84,97,87,79,93,74,Complete reconstruction,55,NA,0,NA,Brick,NA,NA,NA,3,3,0,1,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,172000,87,81,97,98,93,89,67,Complete reconstruction,43,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Bratislava II
Bratislava - mestská časť Ružinov,179900,88,8,97,10,86,92,81,Complete reconstruction,4883,NA,0,A,NA,NA,2005,NA,9,9,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,155000,87,81,97,98,93,89,67,Original condition,4809,NA,1,NA,NA,NA,NA,NA,6,4,1,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,155000,87,81,97,98,93,89,67,Original condition,4809,NA,1,NA,NA,NA,NA,NA,6,4,1,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,196000,88,8,97,10,86,92,81,Original condition,51,NA,1,none,Brick,NA,NA,NA,NA,1,1,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,152700,87,81,97,98,93,89,67,Complete reconstruction,4868,NA,1,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,209000,89,7,97,10,10,93,84,Complete reconstruction,40,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,275000,88,8,97,10,86,92,81,Partial reconstruction,7866,NA,1,NA,NA,NA,NA,NA,8,8,1,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Ružinov,285000,88,8,97,10,86,92,81,Complete reconstruction,78,NA,0,none,NA,NA,NA,NA,8,8,1,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Ružinov,235000,87,81,97,98,93,89,67,Complete reconstruction,73,NA,0,NA,Panel,NA,NA,NA,NA,4,1,NA,1,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,222000,87,79,97,93,93,93,75,Complete reconstruction,55,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,172000,82,69,97,10,86,88,63,Complete reconstruction,4302,NA,0,NA,Other,NA,NA,NA,NA,4,1,NA,NA,0,1-room apartment,1,Bratislava II
Bratislava - mestská časť Ružinov,193000,88,84,97,87,93,92,76,Original condition,64,NA,0,NA,NA,NA,1972,NA,NA,2,1,NA,NA,0,2-room apartment,2,Bratislava II
Trenčín,83900,85,85,97,9,98,84,49,Partial reconstruction,46,NA,0,NA,NA,NA,NA,NA,6,1,1,NA,NA,0,2-room apartment,2,Trenčín
Trenčín,99800,85,85,97,9,98,84,49,Partial reconstruction,64,NA,0,NA,NA,NA,NA,NA,7,5,0,NA,NA,0,3-room apartment,3,Trenčín
Bratislava - mestská časť Nové Mesto,199000,85,55,97,10,10,96,8,Original condition,686,NA,0,none,NA,NA,NA,NA,6,NA,0,NA,NA,0,2-room apartment,2,Bratislava III
Bratislava - mestská časť Nové Mesto,230000,86,7,97,10,91,92,79,Complete reconstruction,72,NA,0,NA,Brick,NA,NA,NA,5,5,0,NA,NA,0,3-room apartment,3,Bratislava III
Bratislava - mestská časť Nové Mesto,254990,84,53,97,10,10,94,81,Complete reconstruction,72,NA,0,none,NA,NA,1,NA,5,1,0,NA,NA,0,2-room apartment,2,Bratislava III
Bratislava - mestská časť Nové Mesto,219900,86,6,97,10,10,95,78,Complete reconstruction,7334,NA,0,NA,Brick,East,NA,NA,NA,2,0,NA,1,0,3-room apartment,3,Bratislava III
Bratislava - mestská časť Nové Mesto,278000,89,79,97,10,86,92,87,Partial reconstruction,78,NA,0,NA,Brick,NA,NA,NA,NA,3,0,NA,NA,0,2-room apartment,2,Bratislava III
Bratislava - mestská časť Nové Mesto,370000,89,79,97,10,86,92,87,Original condition,133,NA,0,NA,NA,NA,NA,NA,7,4,1,2,NA,0,4-room apartment,4,Bratislava III
Bratislava - mestská časť Nové Mesto,269900,86,7,97,10,91,92,79,Original condition,8968,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,3-room apartment,3,Bratislava III
Bratislava - mestská časť Nové Mesto,138000,89,79,97,10,86,92,87,Partial reconstruction,34,NA,1,none,NA,NA,1960,NA,5,1,0,NA,NA,0,1-room apartment,1,Bratislava III
Bratislava - mestská časť Vajnory,205000,76,95,97,36,86,71,52,Partial reconstruction,68,NA,0,NA,NA,NA,NA,NA,NA,3,0,NA,NA,0,3-room apartment,3,Bratislava III
Bratislava - mestská časť Vajnory,204900,76,95,97,36,86,71,52,Complete reconstruction,6455,NA,0,NA,NA,NA,NA,NA,NA,3,0,NA,1,0,3-room apartment,3,Bratislava III
Bratislava - mestská časť Devínska Nová Ves,167670,83,82,97,79,10,88,51,Original condition,6518,NA,0,none,NA,NA,NA,NA,12,7,0,NA,1,0,3-room apartment,3,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,187900,83,82,97,79,10,88,51,Complete reconstruction,7662,NA,0,none,NA,NA,1988,NA,13,2,0,NA,NA,0,3-room apartment,3,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,217500,83,82,97,79,10,88,51,Partial reconstruction,81,170,0,none,NA,NA,NA,NA,12,5,1,NA,NA,0,4-room apartment,4,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,162000,83,82,97,79,10,88,51,Partial reconstruction,70,115,1,B,NA,West,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,153000,83,82,97,79,10,88,51,Complete reconstruction,51,NA,1,none,NA,NA,1989,NA,6,2,0,NA,NA,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,209000,83,82,97,79,10,88,51,Complete reconstruction,725,NA,0,NA,NA,South,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava IV
Bratislava - mestská časť Karlova Ves,175000,74,74,97,43,93,86,47,Original condition,66,NA,0,NA,NA,NA,NA,NA,12,1,1,NA,1,0,3-room apartment,3,Bratislava IV
Bratislava - mestská časť Karlova Ves,215000,74,74,97,43,93,86,47,Complete reconstruction,67,NA,0,NA,NA,NA,NA,NA,13,10,1,NA,1,0,3-room apartment,3,Bratislava IV
Bratislava - mestská časť Petržalka,193000,85,75,97,95,86,94,7,Partial reconstruction,73,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,205000,87,84,97,9,93,81,74,Complete reconstruction,66,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,140000,88,81,97,93,93,92,76,Complete reconstruction,48,NA,0,NA,NA,NA,NA,NA,12,11,0,NA,NA,1,Two-room apartment,2,Bratislava V
Bratislava - mestská časť Petržalka,90000,88,81,97,93,93,92,76,Partial reconstruction,28,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,Studio,1,Bratislava V
Bratislava - mestská časť Petržalka,196900,86,73,97,95,93,91,74,Complete reconstruction,70,205,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,196900,86,73,97,95,93,91,74,Complete reconstruction,70,205,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,150000,88,77,97,98,93,9,76,Partial reconstruction,54,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava V
Bratislava - mestská časť Petržalka,215000,86,8,97,87,10,77,7,Complete reconstruction,717,NA,1,none,NA,NA,1970,NA,4,3,0,NA,NA,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,250000,81,76,97,9,79,83,68,Complete reconstruction,76,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,4-room apartment,4,Bratislava V
Bratislava - mestská časť Petržalka,254900,87,84,97,9,93,81,74,Complete reconstruction,8362,NA,1,NA,NA,NA,NA,2023,NA,3,0,NA,NA,0,4-room apartment,4,Bratislava V
Bratislava - mestská časť Petržalka,149990,88,81,97,93,93,92,76,Complete reconstruction,53,NA,0,NA,NA,NA,1980,NA,12,10,0,NA,NA,0,Two-room apartment,2,Bratislava V
Bratislava - mestská časť Petržalka,189990,88,81,97,93,93,92,76,Partial reconstruction,75,NA,0,NA,NA,NA,NA,NA,12,7,1,NA,NA,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,195000,88,82,97,98,93,88,74,Partial reconstruction,64,NA,0,none,NA,NA,NA,NA,12,8,1,NA,NA,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,234000,88,81,97,93,93,92,76,Complete reconstruction,75,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,154900,81,76,97,9,79,83,68,Complete reconstruction,52,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava V
Bratislava - mestská časť Petržalka,175000,87,84,97,9,93,81,74,Partial reconstruction,67,NA,0,B,NA,NA,NA,NA,4,4,0,NA,NA,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,178000,86,79,97,98,86,88,71,Partial reconstruction,NA,NA,1,NA,NA,NA,NA,NA,12,2,1,NA,1,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,210000,86,8,97,87,10,77,7,Complete reconstruction,6726,NA,0,B,NA,NA,1982,NA,4,4,0,NA,NA,0,3-room apartment,3,Bratislava V
Bratislava - mestská časť Petržalka,106000,83,85,97,87,72,92,71,Partial reconstruction,35,NA,0,NA,NA,NA,NA,NA,12,7,1,NA,1,0,Studio,1,Bratislava V
Košice - mestská časť Sever,156990,83,72,97,95,86,94,66,Complete reconstruction,55,NA,1,B,NA,NA,1965,NA,5,3,0,NA,NA,0,2-room apartment,2,Košice I
Košice - mestská časť Sever,164990,83,72,97,95,86,94,66,Complete reconstruction,55,NA,1,NA,NA,NA,NA,2020,7,5,1,NA,NA,0,2-room apartment,2,Košice I
Košice - mestská časť Sever,157500,88,79,97,95,93,97,71,Original condition,69,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Košice I
Košice - mestská časť Staré Mesto,118900,9,78,97,10,10,96,79,Original condition,41,NA,0,C,NA,NA,1970,NA,8,3,1,NA,NA,0,2-room apartment,2,Košice I
Košice - mestská časť Staré Mesto,239900,93,84,97,10,10,97,83,Complete reconstruction,92,NA,1,none,NA,NA,1950,NA,4,3,0,NA,NA,0,3-room apartment,3,Košice I
Košice - mestská časť Staré Mesto,159900,84,83,97,10,72,93,67,Original condition,65,NA,0,NA,Panel,NA,NA,NA,NA,6,1,NA,NA,0,3-room apartment,3,Košice I
Košice - mestská časť Staré Mesto,159990,9,78,97,10,10,96,79,New building,46,NA,1,none,NA,NA,2017,NA,8,5,0,NA,NA,0,2-room apartment,2,Košice I
Košice - mestská časť Staré Mesto,352000,81,78,97,95,72,86,68,New building,91,NA,0,NA,NA,NA,2013,NA,4,1,1,1,NA,0,4-room apartment,4,Košice I
Košice - mestská časť Staré Mesto,158000,89,88,97,10,72,99,87,Complete reconstruction,33,140,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Košice I
Košice - mestská časť Staré Mesto,75000,9,78,97,10,10,96,79,Original condition,25,NA,1,B,NA,NA,1970,NA,12,6,0,NA,NA,0,Studio,1,Košice I
Košice - mestská časť Staré Mesto,229000,81,78,97,95,72,86,68,New building,64,100,0,B,Brick,NA,NA,NA,NA,3,0,NA,NA,0,2-room apartment,2,Košice I
Košice - mestská časť Staré Mesto,163000,87,66,97,95,10,98,83,Complete reconstruction,59,NA,0,C,NA,NA,1975,2023,6,1,0,NA,NA,0,2-room apartment,2,Košice I
Košice - mestská časť Staré Mesto,239000,9,87,97,10,79,99,85,New building,70,NA,1,A,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice I
Košice - mestská časť Západ,138000,86,8,97,95,86,95,7,Complete reconstruction,5538,NA,0,A,NA,NA,1968,NA,11,5,0,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Západ,95000,88,97,97,95,86,9,57,Original condition,40,NA,0,NA,NA,West,NA,NA,8,NA,1,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Západ,95000,88,97,97,95,86,9,57,Original condition,40,NA,0,NA,NA,West,NA,NA,8,NA,1,NA,NA,0,1-room apartment,1,Košice II
Košice - mestská časť Západ,149990,85,72,97,95,93,96,69,Complete reconstruction,55,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,155000,86,7,97,95,93,96,78,Complete reconstruction,55,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,109000,86,7,97,95,93,96,78,Partial reconstruction,29,80,0,C,NA,East,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Košice II
Košice - mestská časť Západ,145000,88,81,97,95,86,95,79,Original condition,80,230,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Košice II
Košice - mestská časť Západ,240000,83,63,97,95,86,95,76,New building,55,NA,0,NA,Brick,NA,NA,NA,NA,5,1,NA,1,0,2-room apartment,2,Košice II
Košice - mestská časť Západ,147000,83,83,97,95,72,93,63,Original condition,68,NA,0,NA,Panel,NA,NA,NA,7,5,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,149980,85,72,97,95,93,96,69,Complete reconstruction,55,NA,0,none,NA,NA,NA,NA,7,5,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,189900,86,7,97,95,93,96,78,Complete reconstruction,67,NA,0,none,NA,NA,NA,NA,8,3,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,155000,84,88,97,95,72,94,64,Complete reconstruction,56,NA,0,none,NA,NA,NA,NA,10,9,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,199900,86,8,97,10,86,91,69,New building,517,NA,0,NA,Brick,NA,NA,NA,NA,6,1,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Západ,109500,86,7,97,95,93,96,78,Partial reconstruction,29,NA,0,NA,NA,NA,NA,NA,8,4,1,NA,1,0,1-room apartment,1,Košice II
Košice - mestská časť Západ,124990,85,72,97,95,93,96,69,Original condition,55,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,155000,88,94,97,95,79,95,7,Original condition,64,NA,1,none,NA,NA,NA,NA,4,3,0,NA,1,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,157500,86,8,97,95,86,95,7,Partial reconstruction,84,NA,0,NA,NA,NA,NA,NA,7,6,1,NA,NA,0,4-room apartment,4,Košice II
Košice - mestská časť Západ,157500,86,8,97,95,86,95,7,Partial reconstruction,84,NA,0,NA,NA,NA,NA,NA,7,6,1,NA,NA,0,4-room apartment,4,Košice II
Košice - mestská časť Západ,144700,86,72,97,95,86,95,82,Partial reconstruction,54,NA,0,none,NA,NA,NA,NA,10,6,0,NA,1,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,182000,83,72,97,95,77,95,73,Complete reconstruction,69,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,149990,86,7,97,95,93,96,78,Original condition,72,NA,0,NA,NA,NA,NA,NA,10,2,1,NA,1,0,4-room apartment,4,Košice II
Košice - mestská časť Západ,93000,88,94,97,95,79,95,7,Complete reconstruction,28,NA,0,NA,Panel,NA,NA,NA,4,4,0,NA,1,0,1-room apartment,1,Košice II
Košice - mestská časť Západ,85000,83,72,97,95,77,95,73,Complete reconstruction,40,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Západ,165000,86,7,97,95,93,96,78,Complete reconstruction,54,NA,0,C,NA,NA,NA,NA,NA,4,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,157500,86,8,97,95,86,95,7,Partial reconstruction,82,NA,0,B,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Košice II
Košice - mestská časť Západ,178000,83,81,97,95,72,94,69,Partial reconstruction,72,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Košice II
Košice - mestská časť Západ,145000,88,81,97,95,86,95,79,Partial reconstruction,54,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,126990,9,75,97,10,10,96,82,Partial reconstruction,41,NA,0,NA,NA,NA,NA,NA,7,7,1,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Západ,175000,84,72,97,87,98,87,68,Complete reconstruction,65,NA,0,C,NA,NA,1970,2018,8,4,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,155000,84,88,97,95,72,94,64,Complete reconstruction,56,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,157000,83,72,97,95,77,95,73,Complete reconstruction,64,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,185000,85,81,97,95,79,95,74,Complete reconstruction,68,NA,0,NA,Panel,NA,NA,NA,NA,6,1,NA,1,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,169900,84,82,97,95,72,94,72,Complete reconstruction,645,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,180000,83,72,97,95,77,95,73,Complete reconstruction,78,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,99000,84,62,97,93,10,9,74,Partial reconstruction,35,NA,0,NA,Panel,NA,NA,NA,NA,NA,0,2,NA,0,1-room apartment,1,Košice II
Košice - mestská časť Západ,122500,88,97,97,95,86,9,57,Original condition,40,NA,0,none,NA,NA,NA,NA,8,NA,1,NA,NA,0,1-room apartment,1,Košice II
Košice - mestská časť Sídlisko KVP,195000,79,74,97,87,72,92,58,New building,60,NA,1,A,NA,West,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Sídlisko KVP,175990,79,74,97,87,72,92,58,Complete reconstruction,68,NA,1,none,NA,Southwest,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Sídlisko KVP,107000,79,74,97,87,72,92,58,Partial reconstruction,36,NA,0,C,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Košice II
Košice - mestská časť Sídlisko KVP,184999,85,88,97,87,86,91,61,Partial reconstruction,84,NA,0,none,NA,NA,NA,NA,8,6,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Sídlisko KVP,142999,79,74,97,87,72,92,58,Original condition,62,NA,0,NA,NA,NA,NA,NA,8,8,1,NA,1,0,3-room apartment,3,Košice II
Košice - mestská časť Sídlisko KVP,169999,79,74,97,87,72,92,58,Partial reconstruction,62,NA,0,NA,NA,NA,NA,NA,8,8,1,NA,1,0,3-room apartment,3,Košice II
Košice - mestská časť Sídlisko KVP,174999,79,74,97,87,72,92,58,Original condition,62,NA,0,none,NA,NA,NA,NA,8,7,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Sídlisko KVP,169999,79,74,97,87,72,92,58,Partial reconstruction,62,NA,0,NA,NA,NA,NA,NA,8,8,1,NA,1,0,3-room apartment,3,Košice II
